eventIdx,clusterIdx,avgWire,superlayer,trkIds
804,1,43.2000,1,1
804,2,41.8333,2,1
804,3,43.3333,3,1
804,4,42.5000,4,1
804,5,50.2000,5,1
804,6,48.7143,6,1
805,1,71.5000,1,1
805,2,75.0000,2,1
805,3,69.4286,3,1
805,4,73.4286,4,1
805,5,73.1429,5,1
805,6,77.6667,6,1
806,1,84.5000,1,-1
806,2,98.7500,1,-1
806,3,88.5000,2,-1
806,4,103.0000,2,-1
806,5,86.8571,3,-1
806,6,92.0000,4,-1
806,7,85.1667,5,-1
806,8,87.0000,6,-1
807,1,43.8333,4,-1
808,1,91.0000,1,-1
808,2,89.1667,2,-1
808,3,78.0000,3,-1
808,4,74.6667,4,-1
808,5,60.8000,5,-1
808,6,57.5000,6,-1
809,1,33.5000,1,-1
809,2,43.1667,1,1
809,3,30.5000,2,-1
809,4,48.6667,2,1
809,5,34.5000,3,-1
809,6,43.0000,3,1
809,7,32.5000,4,-1
809,8,49.0000,4,1
809,9,44.3333,5,-1
809,10,51.3333,5,1
809,11,41.2857,6,-1
809,12,57.6667,6,1
810,1,48.0000,1,1
810,2,52.6667,2,1
810,3,46.5556,3,1
810,4,51.0000,4,1
810,5,48.6000,5,1
810,6,53.5000,6,1
811,1,19.0000,4,-1
811,2,13.0000,5,-1
811,3,10.2500,6,-1
812,1,51.2000,1,1
812,2,47.0000,2,1
812,3,50.8000,3,1
812,4,48.0000,4,1
812,5,19.4000,5,-1
812,6,55.1667,5,-1
812,7,63.8571,5,1
812,8,20.0000,6,-1
812,9,60.8333,6,1
812,10,69.6667,6,-1
813,1,59.3333,1,-1
813,2,68.0000,1,1
813,3,63.0000,2,-1
813,4,67.5000,2,1
813,5,57.4000,3,-1
813,6,62.2857,3,1
813,7,66.0000,3,-1
813,8,59.5000,4,1
813,9,63.2222,4,-1
813,10,49.8000,5,1
813,11,60.6667,5,-1
813,12,78.2000,5,-1
813,13,47.4000,6,1
813,14,67.0000,6,-1
813,15,75.5000,6,-1
813,16,103.0000,6,-1
814,1,48.0000,1,-1
814,2,51.5000,1,1
814,3,50.5556,2,1
814,4,46.5000,3,1
814,5,43.8333,4,1
814,6,36.4000,5,1
814,7,34.0000,6,1
815,1,10.5000,1,1
815,2,9.5000,2,1
815,3,14.1429,3,1
815,4,15.0000,4,1
815,5,31.0000,5,1
815,6,31.2000,6,1
816,1,41.8333,1,1
816,2,43.3333,2,-1
816,3,47.2857,2,1
816,4,42.5000,3,1
816,5,48.2500,3,-1
816,6,27.6667,4,-1
816,7,48.7143,4,1
816,8,54.0000,5,1
816,9,61.0000,6,1
816,10,84.0000,6,-1
817,1,74.0000,1,-1
817,2,70.0000,2,-1
817,3,67.0000,3,-1
817,4,65.3333,3,-1
817,5,61.5000,4,-1
817,6,71.8333,4,-1
817,7,50.6667,5,-1
817,8,53.1667,5,-1
817,9,66.6667,5,-1
817,10,48.6000,6,-1
817,11,54.4000,6,-1
817,12,67.5000,6,-1
818,1,63.0000,1,-1
818,2,67.0000,2,-1
818,3,23.3333,3,-1
818,4,61.4286,3,-1
818,5,26.2000,4,-1
818,6,65.6667,4,-1
818,7,50.2000,5,-1
818,8,66.0000,5,-1
818,9,81.5000,5,-1
818,10,51.5714,6,-1
818,11,70.2857,6,-1
818,12,85.6000,6,-1
819,1,80.0000,1,1
819,2,79.4000,2,1
819,3,77.8571,3,1
819,4,77.5714,4,1
819,5,81.8333,5,1
819,6,81.8333,6,1
820,1,15.5556,1,1
820,2,14.1667,2,-1
820,3,17.3333,2,1
820,4,16.0000,3,1
820,5,26.0000,3,-1
820,6,17.4000,4,1
820,7,29.6667,4,-1
820,8,20.2000,5,1
820,9,44.8333,5,-1
820,10,21.6667,6,1
820,11,49.0000,6,-1
821,1,34.1667,1,-1
821,2,42.5000,1,-1
821,3,48.8333,1,-1
821,4,32.1667,2,-1
821,5,46.8333,2,-1
821,6,41.4000,3,-1
821,7,36.8333,4,-1
821,8,18.0000,5,-1
821,9,13.5000,6,-1
821,10,19.2500,6,-1
822,1,86.2500,4,-1
822,2,101.0000,5,-1
822,3,100.0000,6,-1
823,1,34.0000,1,-1
823,2,33.0000,2,-1
823,3,19.2500,4,-1
824,1,12.4286,1,-1
824,2,11.5000,2,-1
824,3,16.4000,3,-1
824,4,18.5000,4,-1
824,5,38.8571,5,-1
824,6,40.0000,6,-1
825,1,56.8000,6,-1
826,1,65.7500,3,-1
826,2,62.5000,4,-1
827,1,45.5714,5,-1
827,2,49.5000,5,-1
827,3,51.1429,6,-1
828,1,4.8571,1,1
828,2,4.3333,2,1
828,3,5.8333,3,1
828,4,6.0000,4,1
828,5,13.8000,5,1
828,6,14.0000,6,1
828,7,63.3333,6,-1
829,1,89.5000,1,-1
829,2,36.5000,2,-1
829,3,84.5714,2,-1
829,4,41.0000,3,-1
829,5,49.0000,4,-1
829,6,80.2500,4,-1
829,7,57.7143,5,-1
829,8,64.3333,5,-1
829,9,52.0000,6,-1
829,10,68.0000,6,-1
829,11,73.5000,6,-1
830,1,81.0000,5,-1
830,2,75.8000,6,-1
831,1,48.5000,1,1
831,2,52.1429,2,1
831,3,48.0000,3,1
831,4,52.1667,4,1
831,5,52.6000,5,-1
831,6,58.6250,5,-1
831,7,27.6667,6,-1
831,8,57.6667,6,1
832,1,45.6667,1,-1
832,2,79.5000,1,1
832,3,50.5000,2,-1
832,4,74.0000,2,1
832,5,76.3750,3,1
832,6,36.0000,4,-1
832,7,71.3333,4,1
832,8,77.0000,4,-1
832,9,79.8000,5,1
832,10,74.5000,6,1
833,1,70.5000,1,-1
833,2,73.5000,2,-1
833,3,69.1429,3,-1
833,4,73.1667,4,-1
833,5,79.5000,5,-1
833,6,84.5000,6,-1
834,1,11.2500,2,-1
834,2,63.0000,2,-1
834,3,18.0000,3,-1
834,4,60.2000,3,-1
834,5,21.6667,4,-1
834,6,63.7500,4,-1
834,7,36.0000,5,-1
834,8,66.7500,5,-1
834,9,40.0000,6,-1
834,10,70.8000,6,-1
835,1,29.2000,6,-1
836,1,27.0000,1,-1
836,2,62.0000,1,-1
836,3,27.5000,2,-1
836,4,58.0000,2,-1
836,5,32.0000,3,-1
836,6,55.5000,3,-1
836,7,34.5000,4,-1
836,8,48.6000,4,-1
836,9,36.0000,5,-1
836,10,47.5000,5,-1
836,11,31.0000,6,-1
836,12,50.0000,6,-1
837,1,18.5000,1,1
837,2,16.6667,1,-1
837,3,29.6667,1,-1
837,4,17.2222,2,1
837,5,12.6667,3,-1
837,6,22.0000,3,1
837,7,10.7778,4,-1
837,8,23.0000,4,1
837,9,21.6000,5,-1
837,10,38.6667,5,1
837,11,39.0000,6,1
838,1,33.0000,1,-1
838,2,15.5556,3,-1
838,3,25.0000,3,-1
838,4,20.1429,4,-1
838,5,33.7500,5,-1
838,6,13.6667,6,-1
838,7,37.6667,6,-1
839,1,31.5714,4,-1
840,1,51.1667,1,1
840,2,57.6667,2,1
840,3,51.5714,3,1
840,4,59.1429,4,1
840,5,65.2222,5,1
840,6,74.0000,6,1
841,1,53.1429,1,-1
841,2,57.0000,2,-1
841,3,53.1667,3,-1
841,4,58.3333,4,-1
841,5,64.8333,5,-1
841,6,62.2500,5,-1
841,7,70.8333,6,-1
842,1,35.5000,1,-1
842,2,34.1667,2,-1
842,3,29.3333,3,-1
842,4,25.6000,4,-1
842,5,9.4286,5,-1
842,6,6.0000,6,-1
843,1,11.6250,1,-1
843,2,13.6667,2,-1
843,3,11.0000,2,-1
843,4,8.8571,3,-1
843,5,8.1667,4,-1
843,6,4.0000,5,-1
843,7,3.0000,6,-1
844,1,16.1667,1,-1
844,2,14.5000,2,-1
845,1,103.6000,5,-1
846,1,55.0000,1,-1
846,2,53.6667,2,-1
846,3,55.0000,3,-1
846,4,53.5000,4,-1
846,5,48.4286,5,-1
846,6,57.1667,5,-1
846,7,83.3333,5,-1
846,8,55.5000,6,-1
847,1,24.1667,1,1
847,2,24.6000,2,1
847,3,20.5000,3,1
847,4,19.3333,4,1
847,5,11.1429,5,1
847,6,10.2000,6,1
848,1,34.5000,1,1
848,2,32.1429,2,1
848,3,39.6000,2,-1
848,4,35.0000,3,1
848,5,32.8571,4,1
848,6,43.2000,5,1
848,7,40.6000,6,1
849,1,18.1667,1,-1
849,2,15.8000,1,-1
849,3,18.8333,2,-1
849,4,18.0000,3,-1
849,5,76.0000,3,-1
849,6,17.6667,4,-1
849,7,25.0000,5,-1
849,8,88.5000,5,-1
849,9,25.0000,6,-1
849,10,81.0000,6,-1
850,1,68.3333,4,-1
851,1,24.0000,5,-1
851,2,35.6667,5,-1
852,1,54.1429,1,1
852,2,55.0000,2,1
852,3,54.6667,3,1
852,4,57.4000,4,1
852,5,69.0000,5,1
852,6,72.5000,6,1
853,1,51.1667,1,1
853,2,53.0000,2,1
853,3,103.0000,2,-1
853,4,45.5000,3,1
853,5,45.5000,4,1
853,6,33.0000,5,1
853,7,32.0000,6,1
854,1,28.4000,1,-1
854,2,26.8333,1,1
854,3,28.2857,2,1
854,4,25.2500,2,-1
854,5,28.0000,3,1
854,6,30.5000,4,1
854,7,38.4000,5,1
854,8,40.6667,6,1
855,1,27.5000,1,1
855,2,29.1667,2,1
855,3,25.1667,3,1
855,4,25.5000,4,1
855,5,21.3333,5,1
855,6,21.5000,6,1
856,1,24.6250,1,-1
856,2,25.0000,2,-1
856,3,27.6667,2,-1
856,4,19.3333,3,-1
856,5,17.0000,4,-1
856,6,28.0000,5,-1
857,1,23.0000,5,-1
857,2,24.1429,6,-1
858,1,2.8571,1,-1
858,2,3.0000,2,-1
858,3,3.6667,3,-1
858,4,4.1667,4,-1
858,5,10.8333,5,-1
858,6,11.5000,6,-1
859,1,29.3333,1,-1
859,2,20.5000,3,-1
859,3,21.0000,4,-1
859,4,35.2000,5,-1
859,5,35.2500,6,-1
860,1,32.6667,1,-1
860,2,34.0000,2,-1
860,3,35.2000,3,-1
860,4,34.6000,4,-1
860,5,27.8333,5,-1
860,6,26.5000,6,-1
861,1,47.1429,1,-1
861,2,50.0000,2,-1
861,3,49.8333,3,-1
861,4,56.5000,4,-1
862,1,40.0000,1,-1
862,2,46.0000,1,1
862,3,47.3333,2,1
862,4,45.8571,2,-1
862,5,46.5000,3,1
862,6,44.3333,3,-1
862,7,48.8333,4,1
862,8,51.8571,4,-1
862,9,54.6667,5,1
862,10,58.7143,5,-1
862,11,57.0000,6,1
862,12,65.6000,6,-1
863,1,57.6667,1,-1
864,1,90.1667,2,-1
864,2,90.5000,4,-1
864,3,75.5000,5,-1
864,4,83.5556,5,-1
864,5,71.0000,6,-1
865,1,66.8333,1,-1
865,2,83.0000,3,-1
865,3,85.6667,4,-1
865,4,60.5000,5,-1
865,5,57.7143,6,-1
866,1,47.0000,1,1
866,2,49.2500,2,1
866,3,39.8571,3,1
866,4,39.8333,4,1
866,5,23.0000,5,1
866,6,16.0000,6,-1
866,7,22.0000,6,1
867,1,81.1667,1,-1
867,2,78.3333,2,-1
867,3,71.0000,3,-1
867,4,64.0000,4,-1
868,1,48.0000,6,-1
869,1,40.1667,1,-1
869,2,37.5000,2,-1
869,3,41.8333,3,-1
869,4,40.6667,4,-1
869,5,42.0000,5,-1
869,6,55.8333,5,-1
869,7,40.5000,6,-1
869,8,54.1667,6,-1
870,1,13.0000,1,-1
870,2,12.5000,2,-1
870,3,15.5000,3,-1
870,4,16.3333,4,-1
870,5,27.8333,5,-1
870,6,28.6000,6,-1
871,1,3.1667,1,-1
871,2,4.1429,2,-1
871,3,6.1667,3,-1
871,4,8.0000,4,-1
871,5,17.6000,5,-1
871,6,19.0000,6,-1
872,1,68.0000,1,1
872,2,69.8333,2,1
872,3,66.0000,3,1
872,4,67.8333,4,1
872,5,68.0000,5,1
872,6,70.0000,6,1
873,1,3.0000,1,-1
873,2,16.0000,1,-1
873,3,28.0000,1,-1
873,4,3.5000,2,-1
873,5,18.0000,2,-1
873,6,30.6667,2,-1
873,7,4.6000,3,-1
873,8,23.5000,3,-1
873,9,5.5000,4,-1
873,10,24.3333,4,-1
873,11,11.3750,5,-1
873,12,13.2000,6,-1
874,1,44.0000,1,-1
874,2,45.0000,2,-1
874,3,47.7143,3,-1
874,4,49.0000,4,-1
874,5,55.6667,5,-1
874,6,57.0000,6,-1
875,1,77.0000,4,-1
875,2,62.4000,5,-1
875,3,58.3333,6,-1
876,1,60.6667,5,-1
876,2,58.7500,6,-1
877,1,8.0000,1,1
877,2,10.3333,2,1
877,3,16.6667,2,-1
877,4,9.1667,3,1
877,5,11.8333,4,1
877,6,16.6000,5,1
877,7,64.2500,5,-1
877,8,19.1667,6,1
877,9,67.6667,6,-1
878,1,47.6667,1,1
878,2,44.0000,2,1
878,3,47.8571,3,1
878,4,45.4286,4,1
878,5,22.8333,5,-1
878,6,58.1667,5,1
878,7,27.4000,6,-1
878,8,55.3333,6,1
879,1,15.0000,1,1
879,2,17.0000,2,1
879,3,15.8333,3,1
879,4,18.5000,4,1
879,5,23.6000,5,1
879,6,26.0000,6,1
880,1,31.8333,1,1
880,2,30.5714,2,1
880,3,34.6667,3,1
880,4,35.3333,4,1
880,5,50.6667,5,1
880,6,50.8333,6,1
881,1,7.6667,1,-1
881,2,8.5000,2,-1
881,3,6.1429,3,-1
881,4,5.1250,4,-1
881,5,1.6250,5,-1
881,6,1.2000,6,-1
882,1,59.0000,1,-1
882,2,56.5714,2,-1
882,3,110.2500,2,-1
882,4,54.5714,3,-1
882,5,99.1667,3,-1
882,6,48.0000,4,-1
882,7,103.5000,5,-1
882,8,46.3333,6,-1
883,1,6.3333,1,1
883,2,21.0000,1,-1
883,3,6.3333,2,1
883,4,9.2000,3,1
883,5,10.8571,4,1
883,6,24.0000,5,1
883,7,25.4000,6,1
884,1,29.6000,5,-1
884,2,31.5000,6,-1
884,3,81.6667,6,-1
885,1,18.5000,1,-1
885,2,17.2857,2,-1
885,3,13.4000,3,-1
886,1,63.5000,1,-1
886,2,58.5000,2,-1
886,3,60.0000,3,-1
886,4,53.5714,4,-1
886,5,50.1667,5,-1
886,6,44.8333,6,-1
887,1,36.4286,1,-1
887,2,54.5000,1,1
887,3,36.1667,2,-1
887,4,59.5000,2,1
887,5,42.0000,3,-1
887,6,49.8750,3,1
887,7,45.4000,4,-1
887,8,52.5000,4,1
887,9,55.6667,4,-1
887,10,38.6000,5,1
887,11,86.6667,5,-1
887,12,40.5000,6,1
887,13,82.6000,6,-1
888,1,31.5000,1,-1
888,2,49.1667,1,-1
888,3,56.0000,1,-1
888,4,30.6667,2,-1
888,5,49.8333,2,-1
888,6,54.6667,2,-1
888,7,47.3750,3,-1
888,8,47.5000,4,-1
889,1,7.8333,1,-1
889,2,10.8333,2,-1
889,3,39.4545,3,-1
889,4,12.2857,4,-1
889,5,23.0000,5,-1
889,6,33.2000,5,-1
889,7,33.2500,6,-1
890,1,32.0000,1,-1
890,2,45.8000,1,1
890,3,34.6667,2,-1
890,4,44.0000,2,1
890,5,32.5000,3,-1
890,6,47.3333,3,1
890,7,36.0000,4,-1
890,8,47.6667,4,1
890,9,41.0000,5,-1
890,10,61.8333,5,1
890,11,44.8000,6,-1
890,12,62.1667,6,1
890,13,65.7500,6,-1
891,1,69.1667,1,-1
891,2,69.0000,2,-1
891,3,71.7500,3,-1
892,1,9.5000,1,1
892,2,9.6667,2,1
892,3,10.2857,3,1
892,4,10.8571,4,1
892,5,17.0000,5,1
892,6,17.6667,6,1
893,1,44.5714,1,-1
894,1,78.7143,1,-1
894,2,90.1667,1,-1
894,3,88.6667,2,-1
894,4,79.6667,3,-1
894,5,87.3333,4,-1
894,6,69.5000,5,-1
894,7,75.0000,6,-1
895,1,54.3333,1,-1
895,2,60.0000,2,-1
895,3,57.4286,3,-1
895,4,57.1429,3,-1
895,5,55.4000,3,-1
895,6,57.5000,4,-1
896,1,8.6000,1,-1
896,2,8.4000,2,-1
896,3,6.2000,3,-1
896,4,3.8333,4,-1
896,5,7.5714,5,-1
896,6,2.0000,6,-1
896,7,7.0000,6,-1
896,8,11.1667,6,-1
897,1,15.6667,2,-1
897,2,17.1667,3,-1
897,3,19.6667,4,-1
897,4,26.0000,5,-1
897,5,28.5000,6,-1
898,1,31.6667,6,-1
898,2,42.1667,6,-1
899,1,19.1667,2,-1
899,2,21.0000,3,-1
899,3,43.0000,3,-1
899,4,26.0000,4,-1
899,5,50.3333,4,-1
899,6,60.1667,5,-1
899,7,89.5000,5,-1
899,8,69.0000,6,-1
899,9,87.2000,6,-1
900,1,9.3333,1,1
900,2,9.3333,2,1
900,3,6.2000,3,-1
900,4,6.4286,4,1
900,5,3.4286,5,1
900,6,83.7500,5,-1
900,7,2.0000,6,1
901,1,28.0000,1,-1
901,2,59.6667,3,-1
902,1,62.4000,1,-1
902,2,57.8571,2,-1
902,3,62.0000,3,-1
902,4,58.3333,4,-1
902,5,71.0000,5,-1
902,6,67.0000,6,-1
903,1,37.5000,1,1
903,2,40.8571,1,-1
903,3,36.3333,2,1
903,4,46.3333,2,-1
903,5,33.1111,3,1
903,6,30.7500,4,1
903,7,23.2857,5,1
903,8,21.0000,6,1
904,1,10.3333,1,-1
904,2,85.2500,1,-1
904,3,9.5000,2,-1
904,4,46.0000,2,-1
904,5,10.7143,3,-1
904,6,29.0000,3,-1
904,7,49.2000,3,-1
904,8,77.5000,3,-1
904,9,17.0000,4,-1
904,10,30.5000,4,-1
904,11,46.4286,4,-1
904,12,52.8333,5,-1
904,13,48.3333,6,-1
905,1,73.5000,5,-1
905,2,77.7500,6,-1
906,1,61.7500,1,1
906,2,61.3333,2,1
906,3,61.8333,3,1
906,4,62.0000,4,1
906,5,69.8333,5,1
906,6,70.0000,6,1
907,1,54.0000,1,-1
907,2,50.8000,2,-1
907,3,53.2000,3,-1
907,4,51.0000,4,-1
907,5,60.8571,5,-1
907,6,58.6000,6,-1
908,1,8.2857,5,-1
908,2,5.3333,6,-1
909,1,68.3333,1,-1
909,2,70.0000,2,-1
909,3,70.4000,3,-1
909,4,70.0000,4,-1
909,5,59.8333,5,-1
909,6,78.8571,5,-1
909,7,78.8333,6,-1
910,1,40.5000,2,-1
910,2,28.6667,3,-1
910,3,9.1667,5,-1
910,4,6.0000,6,-1
911,1,36.2000,1,1
911,2,35.1667,2,1
911,3,32.0000,3,1
911,4,29.0000,4,1
911,5,20.7143,5,1
911,6,17.8000,6,1
912,1,41.5714,1,1
912,2,44.6000,2,1
912,3,40.3333,3,1
912,4,43.4000,4,1
912,5,42.5000,5,1
912,6,45.6667,6,1
913,1,52.0000,1,1
913,2,54.8333,2,1
913,3,51.8333,3,1
913,4,55.3333,4,1
913,5,58.5714,5,1
913,6,62.2000,6,1
914,1,31.8333,1,1
914,2,30.8333,2,1
914,3,34.8571,3,1
914,4,35.8000,4,1
914,5,51.4444,5,1
914,6,51.8000,6,1
915,1,21.4000,6,-1
916,1,14.3333,1,1
916,2,47.1667,1,2
916,3,55.2857,1,-1
916,4,14.5000,2,1
916,5,42.4000,2,-1
916,6,52.5000,2,2
916,7,16.0000,3,1
916,8,39.8571,3,-1
916,9,47.3000,3,2
916,10,17.0000,4,1
916,11,41.0000,4,-1
916,12,49.1667,4,-1
916,13,54.5714,4,2
916,14,26.0000,5,1
916,15,61.1429,5,2
916,16,65.6667,5,-1
916,17,27.0000,6,1
916,18,69.0000,6,2
917,1,65.2500,5,-1
917,2,65.0000,6,-1
917,3,69.5000,6,-1
918,1,83.1667,1,-1
918,2,79.3333,2,-1
918,3,80.4286,3,-1
918,4,77.0000,4,-1
918,5,82.0000,5,-1
918,6,78.7143,6,-1
919,1,61.0000,3,-1
919,2,37.6000,4,-1
919,3,67.3333,4,-1
919,4,77.0000,5,-1
920,1,27.0000,1,-1
920,2,26.0000,2,-1
920,3,18.0000,3,-1
920,4,21.0000,4,-1
920,5,28.2500,4,-1
921,1,57.8000,1,-1
921,2,46.2500,4,-1
922,1,85.2857,5,-1
922,2,92.5000,5,-1
922,3,89.6667,6,-1
923,1,33.5000,1,1
923,2,37.0000,1,-1
923,3,68.1111,1,-1
923,4,35.0000,2,1
923,5,37.2000,3,1
923,6,41.0000,4,1
923,7,55.5000,5,1
923,8,60.0000,6,1
924,1,44.8000,1,-1
924,2,43.5000,2,-1
924,3,36.0000,4,-1
925,1,21.0000,1,1
925,2,79.0000,1,-1
925,3,20.0000,2,1
925,4,74.4000,2,-1
925,5,27.3333,3,1
925,6,66.6667,3,-1
925,7,29.6667,4,1
925,8,60.0000,4,-1
925,9,38.5000,5,-1
925,10,55.5000,5,1
925,11,33.0000,6,-1
925,12,57.0000,6,1
926,1,51.8571,3,-1
926,2,58.0000,4,-1
927,1,21.0000,1,1
927,2,21.5000,2,1
927,3,17.8333,3,1
927,4,16.7500,4,1
927,5,10.4000,5,1
927,6,8.8000,6,1
928,1,5.1429,1,1
928,2,7.1429,2,1
928,3,5.6667,3,1
928,4,7.5714,4,1
928,5,11.5000,5,1
928,6,13.1667,6,1
929,1,18.5000,1,-1
929,2,19.4000,2,-1
929,3,26.5000,3,-1
929,4,29.8333,4,-1
929,5,49.5000,5,-1
929,6,52.5000,6,-1
930,1,55.3750,1,1
930,2,55.6667,2,1
930,3,54.3333,2,-1
930,4,49.1667,3,1
930,5,47.5000,4,1
930,6,33.5000,5,-1
930,7,36.3333,5,1
930,8,30.1667,6,-1
930,9,34.4000,6,1
931,1,42.0000,3,-1
931,2,49.5000,4,-1
932,1,34.2500,1,-1
932,2,37.3333,3,-1
932,3,38.2500,4,-1
932,4,78.0000,4,-1
932,5,55.4000,5,-1
932,6,59.0000,5,-1
932,7,65.8333,5,-1
932,8,55.8333,6,-1
932,9,64.8333,6,-1
933,1,35.5000,5,-1
933,2,30.8000,6,-1
934,1,53.0000,1,-1
934,2,59.7500,2,-1
934,3,52.0000,3,-1
934,4,59.3333,4,-1
934,5,79.4444,4,-1
934,6,62.0000,5,-1
934,7,79.0000,5,-1
934,8,70.2000,6,-1
934,9,86.3333,6,-1
935,1,67.5000,1,-1
935,2,63.0000,2,-1
935,3,81.2500,2,-1
935,4,66.0000,3,-1
935,5,74.2500,3,-1
935,6,63.4000,4,-1
935,7,80.0000,4,-1
935,8,38.0000,5,-1
935,9,63.2222,5,-1
935,10,80.5000,5,-1
935,11,43.3333,6,-1
935,12,54.8333,6,-1
935,13,77.5000,6,-1
936,1,55.6667,1,-1
936,2,61.0000,2,-1
937,1,25.6667,1,-1
938,1,35.0000,5,-1
939,1,38.2000,1,-1
939,2,42.5000,2,-1
939,3,36.3333,5,-1
940,1,26.6667,1,-1
940,2,25.2857,1,-1
940,3,31.4000,2,-1
940,4,26.7500,2,-1
940,5,30.2500,2,-1
940,6,30.5000,3,-1
940,7,34.6667,4,-1
940,8,49.3333,5,-1
940,9,54.1667,6,-1
941,1,48.2857,1,-1
941,2,60.1667,1,-1
941,3,44.0000,2,-1
941,4,49.6667,3,-1
941,5,51.5000,4,-1
941,6,48.3333,5,-1
941,7,48.1667,6,-1
942,1,5.6000,1,-1
942,2,3.5000,1,-1
942,3,2.2222,2,-1
942,4,6.7778,2,-1
942,5,2.5000,3,-1
942,6,1.6250,4,-1
942,7,67.3333,5,-1
943,1,35.2000,5,-1
943,2,22.2000,6,-1
943,3,34.0000,6,-1
944,1,37.6667,1,1
944,2,41.0000,1,-1
944,3,36.1667,2,1
944,4,45.8333,2,-1
944,5,38.5000,3,1
944,6,42.3333,3,-1
944,7,38.0000,4,1
944,8,47.6667,5,1
944,9,64.5000,5,-1
944,10,47.0000,6,1
944,11,74.5000,6,-1
945,1,7.6667,1,-1
945,2,23.8000,1,-1
945,3,10.5000,2,-1
945,4,23.8333,2,-1
945,5,76.0000,2,-1
945,6,17.0000,3,-1
945,7,68.7500,3,-1
945,8,15.6000,4,-1
945,9,22.0000,4,-1
945,10,5.0000,5,-1
945,11,34.0000,5,-1
945,12,39.6667,6,-1
946,1,13.0000,6,-1
947,1,90.1429,5,-1
947,2,92.6667,6,-1
948,1,27.1667,1,-1
948,2,42.0000,1,-1
948,3,25.8000,2,-1
948,4,48.5000,2,-1
948,5,33.0000,3,-1
948,6,34.4286,4,-1
948,7,59.5000,5,-1
948,8,76.5000,5,-1
948,9,87.7500,5,-1
948,10,61.0000,6,-1
948,11,84.5000,6,-1
949,1,77.3333,1,1
949,2,77.5000,2,1
949,3,68.3333,3,1
949,4,66.5000,4,1
949,5,52.1429,5,1
949,6,49.8333,6,1
950,1,20.1429,1,-1
950,2,17.6000,2,-1
950,3,23.5000,3,-1
950,4,23.4000,4,-1
950,5,39.6000,5,-1
950,6,37.1667,6,-1
951,1,47.0000,6,-1
952,1,21.6000,1,-1
952,2,27.6667,1,1
952,3,22.5000,2,-1
952,4,29.5000,2,1
952,5,23.1429,3,-1
952,6,31.6667,3,1
952,7,24.8000,4,-1
952,8,36.2500,4,1
952,9,32.2000,5,-1
952,10,51.2857,5,1
952,11,34.0000,6,-1
952,12,56.0000,6,1
953,1,37.5000,1,-1
953,2,34.1667,3,-1
954,1,40.2500,1,1
954,2,49.6667,1,-1
954,3,66.5000,1,2
954,4,44.8000,2,1
954,5,60.3333,2,-1
954,6,70.0000,2,2
954,7,72.7143,2,-1
954,8,41.0000,3,1
954,9,60.0000,3,2
954,10,47.4000,4,1
954,11,61.1667,4,2
954,12,46.8333,5,2
954,13,54.5000,5,1
954,14,47.4000,6,2
954,15,61.5000,6,1
955,1,83.3333,1,-1
955,2,81.0000,2,-1
955,3,57.0000,3,-1
955,4,80.7500,3,-1
955,5,59.0000,4,-1
955,6,79.1667,4,-1
955,7,80.2000,5,-1
955,8,86.7143,5,-1
955,9,85.5000,6,-1
956,1,49.0000,1,-1
956,2,41.4000,3,-1
956,3,42.0000,4,-1
956,4,63.4000,5,-1
956,5,30.0000,6,-1
956,6,62.5000,6,-1
957,1,4.6000,1,-1
957,2,4.5000,2,-1
957,3,6.8333,3,-1
957,4,8.2000,4,-1
957,5,19.5000,5,-1
957,6,21.0000,6,-1
958,1,17.6667,1,-1
959,1,16.6667,1,-1
959,2,19.5000,2,-1
959,3,21.3333,3,-1
959,4,27.0000,4,-1
959,5,42.2000,5,-1
959,6,41.2500,5,-1
959,7,48.4286,6,-1
960,1,82.4000,1,-1
960,2,78.3333,2,-1
960,3,80.2500,4,-1
961,1,16.5000,1,1
961,2,19.3333,2,1
961,3,19.3333,3,1
961,4,23.5000,4,1
961,5,33.3333,5,1
961,6,37.8000,6,1
962,1,23.0000,1,-1
962,2,47.0000,1,-1
962,3,26.4286,2,-1
962,4,18.5000,3,-1
962,5,49.4000,3,-1
962,6,19.5000,4,-1
962,7,47.6667,4,-1
962,8,16.5000,5,-1
962,9,22.5000,6,-1
963,1,60.0000,1,-1
963,2,66.0000,1,1
963,3,61.7500,2,-1
963,4,66.0000,2,1
963,5,56.1667,3,1
963,6,59.6667,3,-1
963,7,53.5000,4,1
963,8,61.6667,4,-1
963,9,33.5000,5,1
963,10,65.8333,5,-1
963,11,30.0000,6,1
963,12,68.0000,6,-1
964,1,20.6000,1,-1
964,2,28.5000,1,-1
964,3,46.2500,1,-1
964,4,22.5000,2,-1
964,5,27.5000,2,-1
964,6,46.3333,2,-1
964,7,17.1667,3,-1
964,8,32.4286,3,-1
964,9,17.0000,4,-1
964,10,33.2000,4,-1
964,11,7.7778,5,-1
964,12,51.5714,5,-1
964,13,7.0000,6,-1
964,14,51.7143,6,-1
965,1,42.2857,3,-1
965,2,45.4000,4,-1
965,3,41.2500,5,-1
965,4,41.6000,6,-1
966,1,1.5000,2,-1
966,2,5.1429,3,-1
966,3,7.3333,4,-1
966,4,18.0000,5,-1
966,5,20.5000,6,-1
967,1,29.5000,6,-1
968,1,48.2000,1,-1
968,2,45.2000,2,-1
968,3,37.7500,3,-1
968,4,50.8000,3,-1
968,5,37.6667,4,-1
